id,name,phone,address,city,county,zip_code,lat,lng,category,services,hours,eligibility,website,verified_date,source,created_at,updated_at
241a8bc9-e1c1-4a90-8b28-330b0cff4098,Adoptions Record Search,(404) 657-3555,"47 Trinity Ave SW, Atlanta, GA 30334",Atlanta,Fulton,30334,33.7511814292313,-84.3926126518007,Legal,Assists adoptees and adoptive families with searching adoption records and obtaining information,Call for assistance,Individuals seeking adoption record information,https://dfcs.georgia.gov/about-us/contact-information,2026-01-23,DFCS,2026-02-19 20:14:57.456002+00,2026-02-19 20:14:57.456002+00
24d25c4a-c715-478c-bdcf-d4647555cd5e,Community Assistance Center Financial Assistance & Education Center,770-552-4015,"1130 Hightower Trail, Sandy Springs, GA 30350",Sandy Springs,Fulton,30350,33.9925003627135,-84.3518149608693,Financial,Financial assistance for rent and utilities; career counseling and employment training; educational programs,By appointment,Residents of Sandy Springs and Dunwoody experiencing financial hardship,https//ourcac.org,2026-01-23,FACAA,2026-02-19 20:14:57.581622+00,2026-02-19 20:14:57.581622+00
27d85437-60f3-4359-9c36-d56639c0f9e6,Transportation Options Program for Seniors (TOPS),470-760-3299,"3560 Old Milton Parkway, Alpharetta, GA 30005",Alpharetta,Fulton,30005,34.066279,-84.255968,Transportation,Provides transportation to medical appointments and quality-of-life trips for adults age 60+,Rides must be scheduled in advance,"Adults age 60+ living in Alpharetta, Johns Creek, Milton, Mountain Park, Roswell or Sandy Springs",https://ssnorthfulton.org/senior-services/transportation/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
27dfca3c-5a95-4c0c-8637-e14a431f983c,Nicholas House,404-622-0793,"830 Boulevard SE, Atlanta, GA 30312",Atlanta,Fulton,30312,33.73184,-84.367952,Housing,Homeless shelter keeping families together and offering supportive services,Mon-Fri 9:00 AM-5:00 PM,Homeless families,https://nicholashouse.org,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
2b0d5762-6f6e-4d06-8fa3-803d1181e77e,Housing Authority of Fulton County,404-588-4950,"4273 Wendell Drive, Atlanta, GA 30336",Atlanta,Fulton,30336,33.7700582780847,-84.5267041364558,Housing,Public housing authority providing rental assistance and housing programs for low-income families.,Mon-Thu 8:30am-530pm; Fri 8:30am-12:30pm; closed weekends & holidays,Low‑income households meeting HUD guidelines.,https//www.hafc.org/,2026-01-23,Fulton Services,2026-02-19 20:14:57.7076+00,2026-02-19 20:14:57.7076+00
36ef5f20-002e-4560-87d5-7e04ad341898,South Fulton Service Center  Adult Behavioral Health,404-612-6520,"5600 Stonewall Tell Road, College Park, GA 30349",College Park,Fulton,30349,33.6016642373772,-84.5498897141683,Mental Health,"Provides outpatient behavioral health services for adults, including counseling and mental health support.",Mon & Wed 8:30am-5pm,Residents of Fulton County; appointment required.,https//www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/behavioral-health-and-developmental-disabilities,2026-01-23,Fulton Services,2026-02-19 20:14:57.818057+00,2026-02-19 20:14:57.818057+00
3895dd20-066c-4855-b516-832341459405,"Teens at Work, Inc.",404-684-1757,"1622 Ware Avenue, East Point, GA 30344",Atlanta,Fulton,30344,33.6825377683624,-84.4419679376623,Youth Services,"After-school enrichment, culinary arts, community playground, mentoring, camping & wilderness programs",Call for avialbility,Youth,https//www.teensatwork.org/,2026-01-23,SKYE,2026-02-19 20:14:57.926468+00,2026-02-19 20:14:57.926468+00
3ecf97d5-d40e-47dc-87b8-23e00ecf6ed7,Atlanta Community Food Center  Atlanta Community Food Bank,478-394-4547,"3400 North Desert Drive,
Atlanta, GA 30344",Atlanta,Fulton,30344,33.662376,-84.494213,Food,Community food center distributing free groceries; call or for appointment.,Mon-Fri 8:00AM-5:00PM,Open to the community; contact to schedule pickup.,https://www.acfb.org/,2026-01-23,Fulton Services,2026-02-19 20:14:58.027689+00,2026-02-19 20:14:58.027689+00
3effc986-eb06-4ddc-b415-6ec98395f154,Goodwill Career Center – Metropolitan Parkway,770-795-4204,"2160 Metropolitan Pkwy SW, Atlanta, GA 30315",Atlanta,Fulton,30315,33.694816,-84.407727,Employeement,"Job search resources, resume assistance and career classes",Mon–Wed 9:00 AM–5:00 PM; Thu 9:00 AM–7:00 PM; Fri 9:00 AM–4:00 PM; Sat 9:00 AM–12:00 PM,Job seekers,https://goodwillng.org/gw-locations/metropolitan-parkway-store-donation-career-center-30315/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
3f58e525-0ee1-4298-992d-ac224efa4c1e,Fulton County Behavioral Health Crisis Center,404-616-4784,"2805 Metropolitan Parkway SW, Building A, Atlanta, GA 30315",Atlanta,Fulton,30315,33.679344,-84.409415,Mental Health,"24/7 crisis center offering immediate mental health and substance use support, including living room, observation chairs & crisis beds.",24/7,Individuals whom are experiencing a behavioral health crisis,https//www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/behavioral-health-and-developmental-disabilities/behavioral-health-crisis-center,2026-01-23,Fulton Services,2026-02-19 20:14:58.140531+00,2026-02-19 20:14:58.140531+00
3fb418e0-aedc-4300-ac57-17d6c3bf8512,Georgia Crisis & Access Line,1-800-715-4225,"200 Piedmont Avenue, S.E. West Tower, 14th Floor, Atlanta, GA 30334",Atlanta,Fulton,30334,33.749901,-84.385978,Mental Health,24-hour crisis line connecting callers to mental health services,24/7,Anyone experiencing a mental health crisis,https://988lifeline.org/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
424e97b6-9d0e-4bf3-9eec-862a28fb1c4b,Jars of Clay Outreach,(470) 851-5472,"937 Sims St SW, Atlanta, GA 30310",Atlanta,Fulton,30310,33.729389,-84.403715,Housing,Provides shelter and support services for homeless women and children,24/7,Homeless women and children,https://www.jocatlanta.org/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
48ab3de3-a67d-4d60-a467-164e68081629,The Shepherd’s Inn,404-367-2493,"165 Ivan Allen Blvd NW, Atlanta, GA 30313",Atlanta,Fulton,30313,33.764948,-84.39261,Housing,"Emergency shelter for men providing beds, meals, laundry and job counseling","24/7 ",Homeless men,https://atlantamission.org/shepherds-inn/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
4c43840f-f4f2-43e1-88be-998b8d707ac0,Families First,404-853-2800,"80 Joseph E. Lowery Boulevard NW, Atlanta, GA 30314",Atlanta,Fulton,30314,33.7571666794658,-84.4178250157282,Mental Health,"Non-judgmental mental health care & support for adults, children, adolescents & families",Mon-Fri 8:00AM-5:00PM,"Children, adults, and families in metro Atlanta seeking mental health counseling, housing stability support, or family strengthening services; open to eligible Fulton County residents depending on program.",https//www.familiesfirst.org/,2026-01-23,SKYE,2026-02-19 20:14:58.256257+00,2026-02-19 20:14:58.256257+00
4f15d5cf-3f24-4f28-acda-c2c6c7b2611b,"Cash Assistance to Medicaid, PeachCare for Kids®, SNAP, and/or TANF Recipients",1-877-423-4746; 1-833-907-0683,"47 Trinity Ave SW, Atlanta, GA 30334",Atlanta,Fulton,30334,33.748995,-84.392439,Financial,"Provided a one-time cash assistance payment of up to $350 to active enrollees of Medicaid, PeachCare for Kids, SNAP or TANF; children in foster care or receiving adoption assistance also eligiblehttps//dfcs.georgia.gov/services/cash-assistance-medicaid-snap-andor-tanf-recipients",Call for avialbility,"Must have been enrolled and actively receiving Medicaid, PeachCare for Kids, SNAP and/or TANF benefits on July 31, 2022https//dfcs.georgia.gov/services/cash-assistance-medicaid-snap-andor-tanf-recipients",https//dfcs.georgia.gov/services/cash-assistance-medicaid-snap-andor-tanf-recipients,2026-01-23,DFCS,2026-02-19 20:14:58.393028+00,2026-02-19 20:14:58.393028+00
4f370dd3-8e59-4691-8b3e-e391703e3718,"Salvation Army North Druid Hills ",(404) 486-2800,"2090 N Druid Hills Rd, Atlanta, GA 30329",Atlanta,Fulton,30329,33.83377,-84.336237,Family Services,"Faith-based community center and church that provides worship services along with social support programs such as food assistance, youth programs, seasonal assistance, and limited emergency financial support.",Mon-Fri 8:30 AM-4:30 PM; Sat 9:30 AM-12:30 PM,Individuals and families needing emergency assistance,http://www.atlantatemple.com,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
4f607dcf-7b0a-4c68-9669-a89f99de901f,Fulton County Clubhouse for Youth,404-612-7115,"1480 DeLowe Drive SW, Atlanta, GA 30311",Atlanta,Fulton,30311,33.715368,-84.463093,Youth Services,Substance abuse prevention and recovery program for youth ages 14–17,Call for availability,Youth ages 14–17,https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/behavioral-health-and-developmental-disabilities/child-or-adolescent-behavioral-health-services/fulton-county-clubhouse-for-youth,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
516b30f0-15d5-4369-8b27-6a5239867cf0,Grady Behavioral Health Outpatient Center,404-616-4444,"10 Park Place SE, Atlanta, GA 30303",Atlanta,Fulton,30303,33.754143,-84.388554,Healthcare,Outpatient mental health services for adults with psychiatrists and therapists,Monday–Friday 8:00 AM – 2:00 PM,Adults seeking behavioral health treatment,https://www.gradyhealth.org/locations/behavioral-health-outpatient-center/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
5178765b-27fd-4d4b-8879-0aae1ad19af8,DFCS Customer Contact Center,1-877-423-4746,"47 Trinity Ave SW, Atlanta, GA 30334",Atlanta,Fulton,30334,33.748995,-84.392439,,"Provides assistance with applications, renewals and general inquiries for SNAP, TANF, Medicaid, PeachCare for Kids and other DFCS programs",Phone applications accepted Mon-Fri 5 am-midnight,Georgia residents seeking assistance with DFCS programs,https//dfcs.georgia.gov/contacts/snap-customer-contact-center,2026-01-23,DFCS,2026-02-19 20:14:58.511925+00,2026-02-19 20:14:58.511925+00
519d7cd8-6315-47d9-be22-bbca838c502b,Providence Missionary Baptist Church Food Pantry,404-752-6869,"2295 Benjamin E Mays Dr SW, Atlanta, GA 30311",Atlanta,Fulton,30311,33.722835,-84.46379,Food,Provides food and groceries to local residents,Fridays 10:00 AM – 12:00 PM,Requires ID,https://pmbcatlanta.com/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
549d31e7-c581-4007-a892-8512fead54fb,CHRIS180,404-486-9034;  1-800-896-4106,"1030 Fayetteville Road
Atlanta, Georgia 30316",Atlanta,Fulton,30316,33.726936911607,-84.3207532165236,Mental Health,"Trauma-informed care & counseling services, family counseling, substance use counseling, support for LGBTQ+ youth",Call for aviability,"If you are seeking counseling, adoptions, substance",https//chris180.org/,2026-01-23,SKYE,2026-02-19 20:14:58.622606+00,2026-02-19 20:14:58.622606+00
6182eb83-40cf-427b-aef2-ff8d1c6e9010,Emmaus House Food Pantry,404-525-5948,"27 Haygood Ave SE, Atlanta, GA 30315",Atlanta,Fulton,30315,33.726773,-84.388662,Food,Food pantry supporting families; donation drop-off accepted,Donation drop-off Mon & Fri 9:00 AM – 2:30 PM,Residents in need,https://www.emmaushouseatlanta.org,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
630b1519-127c-4560-85fd-9d2e2d1abc6b,City of Refuge,(404) 952-1201,"1300 Joseph E Boone Blvd NW, Atlanta, GA 30314",Atlanta,Fulton,"30314
",33.763069,-84.430589,Housing,Shelter and services providing life resources and tools for individuals and families living on the margin,Mon-Fri 8:00 AM-4:00 PM,Families and individuals in crisis,"http://www.cityofrefugeatl.org
",2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
64462ad8-bbf6-47d9-aff7-9f775f868448,On the Rise Community Development Financial Center,(404) 523-1239,"299 Joseph E Lowery Blvd NW Suite 200, Atlanta, GA 30314",Atlanta,Fulton,30314,33.762737,-84.417254,Financial,"Financial education, credit improvement, homebuyer readiness, matched savings and small business consultation",Call for availability,Individuals and families seeking financial empowerment,https://ontherisecdc.org,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
646a6e62-c6b1-4245-913a-3d5392de1eec,Community Assistance Center  Mini-Market Food Pantry,770-552-4015 ext. 500,"8607 Roswell Rd., Sandy Springs, GA 30350",Sandy Springs,Fulton,30350,33.9874,-84.3594,Food,Mini-Market food pantry providing groceries to residents,Mon-Fri 9:30 am-1 pm; first four Saturdays 9:30 am-12 pm,Residents of Sandy Springs and Dunwoody in need of food assistance,https//ourcac.org,2026-01-23,FACAA,2026-02-19 20:14:58.739304+00,2026-02-19 20:14:58.739304+00
6691585a-d3f4-4f8b-bffd-ddd2db183a5d,VOX Teen Communications (VOX ATL),404-614-0040,"229 Peachtree Street, Suite 725, Atlanta, GA 30303",Atlanta,Fulton,30303,33.760721,-84.386473,Youth Services,"Teen-driven, diverse professional space & learning environment for teens in Metro Atlanta",Monday and Friday virtual; Tus-Thur 3:00PM-7:00PM; Sat 10:00AM - 5:00PM,Teens,https//voxatl.org/,2026-01-23,SKYE,2026-02-19 20:14:58.845209+00,2026-02-19 20:14:58.845209+00
6908a5dd-f301-41d3-86e9-f621c7d0561e,Atlanta Legal Aid Society Fulton County / Downtown Headquarters,404-524-5811,"54 Ellis Street NE, Atlanta, GA 30303",Atlanta,Fulton,30303,33.7588054691511,-84.3857840337193,Legal,"Provides free civil legal assistance to low-income residents in areas such as housing, family law, consumer law, public benefits and elder law.",Mon-Fri 9am-12pm & 1pm-5pm; closed on listed holidays,"Must meet low-income guidelines; some exceptions for seniors and special cases; primarily serves Clayton, Cobb, DeKalb, Fulton & Gwinnett counties.",https//atlantalegalaid.org/get-help-2/,2026-01-23,Fulton Services,2026-02-19 20:14:58.968764+00,2026-02-19 20:14:58.968764+00
6a0485c4-41ee-4c80-83d2-b71502c56b83,10 Park Place Health Center,770-520-7500,"10 Park Place SE, 5th floor, Atlanta, GA 30303",Atlanta,Fulton,30303,33.754351058156,-84.3885081588505,Healthcare,"Provides public health services including immunizations, HIV/AIDS (Ryan White) services, TB prevention & treatment.",Mon-Fri 8:30am-12pm & 1pm-5pm (last walk in 3:30pm),General public; some services require appointment.,https//fultoncountyboh.com/locations/,2026-01-23,Fulton Services,2026-02-19 20:14:59.096043+00,2026-02-19 20:14:59.096043+00
6d076ad1-9ff7-4996-86c3-983e244aa129,WCCI Food Pantry,770-210-5700,"2500 Burdett Rd, College Park, GA 30349",College Park,Fulton,30349,33.594396,-84.471844,Food,Food pantry distribution,Wednesday 10:00 AM – 11:30 AM,Open to local residents in need,https://worldchangers.org/,2026-02-19,,2026-02-19 20:17:13.061354+00,2026-02-19 20:17:13.061354+00
6d088c7d-fc3a-4701-aca2-8c8a6bc24e6e,Ascensa Health at St. Jude's Recovery Center,404-874-2224,"139 Renaissance Parkway NE, Atlanta, GA 30308",Atlanta,Fulton,30308,33.769074,-84.382946,Healthcare,"Intake & assessment, treatment planning, addiction & co-occurring mental health treatment, health services, job readiness",Mon-Fri 8:00 AM - 4:00 PM,Adults with substance use disorders,https//ascensahealth.org/,2026-01-23,SKYE,2026-02-19 20:14:59.203297+00,2026-02-19 20:14:59.203297+00
6eb7f8e5-0188-41a0-8595-cae4646b4bff,Good Samaritan Health Center,404-523-6571,"1015 Donald Lee Hollowell Parkway NW, Atlanta, GA 30318",Atlanta,Fulton,30318,33.7737874562044,-84.4206371895384,Healthcare,"Medical care, dental care, counseling, specialty medical, health education, prenatal care",Mon - Thru 7:45 AM - 4:00 PM; Fri-Sun 7:45-Noon,"Individuals who are low-income, uninsured, and underinsured adults in metro Atlanta, generally requiring household income at or below 200% of the Federal Poverty Level along with proof of residency and income. Patients typically complete a financial screening before receiving services such as medical, dental, or mental health care, and sliding-scale fees may apply.",https//goodsamatlanta.org/,2026-01-23,SKYE,2026-02-19 20:14:59.333898+00,2026-02-19 20:14:59.333898+00
700f17fb-38b8-458d-8e0e-99654f7b4dbf,Child Care and Parent Services (CAPS) Program,1-833-4GACAPS (1-833-442-2277),"2 Martin Luther King Jr. Drive SE, 754 East Tower, Atlanta, GA 30334",Atlanta,Fulton,30334,33.7500084631648,-84.3874747927199,Youth Services,"Provides child care subsidies and scholarships for low-income families while parents work, attend school or traininghttps//caps.decal.ga.gov/en/CAPSTransition",Mon - Fri 8:00 AM - 5:00 PM,"Families must meet income and activity requirements (working, training or attending school)https//caps.decal.ga.gov/en/CAPSTransition",https//caps.decal.ga.gov,2026-01-23,DFCS,2026-02-19 20:14:59.436975+00,2026-02-19 20:14:59.436975+00
